point cloud with 5689 points in dimension 4
distance matrix with 5689 points
value range: [0,2.82843]
 [0.112367,0.118461)
 [0.112366,0.162491)
 [0.112327,0.129639)
 [0.112301,0.121281)
 [0.112261,0.139922)
 [0.112227,0.132465)
 [0.1122,0.123162)
 [0.112174,0.15156)
 [0.112145,0.11757)
 [0.112098,0.149893)
 [0.112074,0.128939)
 [0.11202,0.112179)
 [0.112018,0.124763)
 [0.111971,0.114828)
 [0.111955,0.134192)
 [0.111951,0.135349)
 [0.111938,0.132123)
 [0.111935,0.147601)
 [0.111921,0.142385)
 [0.111918,0.157832)
 [0.11189,0.119552)
 [0.11187,0.112806)
 [0.111722,0.115113)
 [0.111713,0.122215)
 [0.111684,0.117562)
 [0.111669,0.128406)
 [0.111662,0.125252)
 [0.111636,0.116245)
 [0.111628,0.151213)
 [0.111585,0.114473)
 [0.111518,0.143303)
 [0.111505,0.134082)
 [0.111463,0.125983)
 [0.111463,0.117496)
 [0.111432,0.136274)
 [0.11142,0.154247)
 [0.111397,0.115813)
 [0.11138,0.133976)
 [0.111375,0.113768)
 [0.111359,0.113526)
 [0.111335,0.14919)
 [0.111321,0.122611)
 [0.1113,0.133976)
 [0.111201,0.129519)
 [0.111192,0.140272)
 [0.111132,0.16332)
 [0.111115,0.131438)
 [0.111107,0.151414)
 [0.1111,0.121321)
 [0.111058,0.138796)
 [0.111027,0.123013)
 [0.110986,0.12183)
 [0.110908,0.117596)
 [0.110816,0.136742)
 [0.110811,0.147686)
 [0.110803,0.111518)
 [0.110744,0.110996)
 [0.110735,0.117111)
 [0.110716,0.116667)
 [0.110689,0.112633)
 [0.110614,0.11409)
 [0.110586,0.114292)
 [0.110576,0.141474)
 [0.110566,0.153075)
 [0.110539,0.138356)
 [0.110538,0.126289)
 [0.110522,0.122052)
 [0.110519,0.16135)
 [0.110506,0.120126)
 [0.110499,0.125245)
 [0.11045,0.137072)
 [0.11042,0.142041)
 [0.110378,0.147382)
 [0.110371,0.131364)
 [0.110359,0.113566)
 [0.110353,0.112624)
 [0.110299,0.127049)
 [0.110289,0.143074)
 [0.110252,0.144957)
 [0.110236,0.125696)
 [0.110224,0.116091)
 [0.110146,0.110301)
 [0.110143,0.112723)
 [0.11013,0.139495)
 [0.110112,0.128632)
 [0.110112,0.116176)
 [0.109978,0.134173)
 [0.109967,0.117238)
 [0.109958,0.152157)
 [0.109933,0.120916)
 [0.109926,0.167113)
 [0.109917,0.12336)
 [0.109903,0.117226)
 [0.109879,0.12217)
 [0.109854,0.181386)
 [0.109812,0.1265)
 [0.109797,0.111175)
 [0.109786,0.113454)
 [0.109745,0.110272)
 [0.109706,0.135962)
 [0.109689,0.141406)
 [0.109685,0.124872)
 [0.109674,0.113095)
 [0.10967,0.125872)
 [0.109655,0.112133)
 [0.109636,0.114319)
 [0.109585,0.14347)
 [0.109569,0.116998)
 [0.109553,0.111716)
 [0.109552,0.121309)
 [0.109549,0.111195)
 [0.109541,0.114638)
 [0.109536,0.13382)
 [0.10953,0.118121)
 [0.109505,0.1426)
 [0.109479,0.161814)
 [0.109473,0.116627)
 [0.109456,0.115563)
 [0.109446,0.109649)
 [0.109422,0.134008)
 [0.109405,0.11588)
 [0.109386,0.131936)
 [0.109321,0.114214)
 [0.109316,0.13299)
 [0.109264,0.113819)
 [0.109256,0.129044)
 [0.109256,0.140669)
 [0.109182,0.157516)
 [0.109155,0.139427)
 [0.109142,0.116654)
 [0.109042,0.127077)
 [0.109016,0.127694)
 [0.108988,0.120992)
 [0.108976,0.123182)
 [0.108975,0.129584)
 [0.108921,0.11328)
 [0.108913,0.1436)
 [0.108884,0.142883)
 [0.108827,0.109475)
 [0.108815,0.111989)
 [0.108811,0.126128)
 [0.108802,0.135487)
 [0.108761,0.140802)
 [0.10874,0.127143)
 [0.108714,0.114687)
 [0.108711,0.133484)
 [0.108704,0.146601)
 [0.108692,0.127986)
 [0.108685,0.111833)
 [0.10868,0.11493)
 [0.108667,0.151198)
 [0.108661,0.124115)
 [0.108657,0.128061)
 [0.108651,0.114909)
 [0.10863,0.108772)
 [0.108575,0.131758)
 [0.108538,0.14367)
 [0.108467,0.140309)
 [0.108437,0.132749)
 [0.108404,0.15251)
 [0.108393,0.139146)
 [0.108348,0.126692)
 [0.108336,0.14359)
 [0.10832,0.139743)
 [0.108292,0.140801)
 [0.108219,0.117723)
 [0.108208,0.141577)
 [0.10819,0.124473)
 [0.108183,0.130768)
 [0.108159,0.129495)
 [0.108157,0.113905)
 [0.108147,0.113085)
 [0.108144,0.114785)
 [0.108142,0.143542)
 [0.108123,0.143727)
 [0.108105,0.117386)
 [0.108105,0.112682)
 [0.108094,0.112915)
 [0.108091,0.120251)
 [0.108078,0.124572)
 [0.108078,0.131688)
 [0.108077,0.120367)
 [0.108072,0.133056)
 [0.108072,0.132548)
 [0.108069,0.121653)
 [0.108064,0.10907)
 [0.108056,0.13222)
 [0.107975,0.110934)
 [0.10797,0.116427)
 [0.10795,0.141972)
 [0.107944,0.122553)
 [0.107933,0.142379)
 [0.107926,0.135499)
 [0.107885,0.124956)
 [0.107884,0.111081)
 [0.107879,0.111145)
 [0.107851,0.116978)
 [0.107842,0.11486)
 [0.107828,0.129761)
 [0.107822,0.15793)
 [0.107784,0.109392)
 [0.107772,0.129262)
 [0.107757,0.112278)
 [0.107751,0.116195)
 [0.107745,0.113158)
 [0.10774,0.159394)
 [0.107725,0.143736)
 [0.107725,0.140774)
 [0.107654,0.132266)
 [0.107653,0.161818)
 [0.10765,0.160319)
 [0.107646,0.139926)
 [0.107638,0.139991)
 [0.107584,0.141267)
 [0.107572,0.130022)
 [0.107552,0.151533)
 [0.10751,0.148464)
 [0.107479,0.132674)
 [0.107465,0.132864)
 [0.107463,0.139687)
 [0.107444,0.118269)
 [0.107428,0.118927)
 [0.107385,0.111033)
 [0.107382,0.148585)
 [0.107381,0.113358)
 [0.10738,0.120462)
 [0.107375,0.130367)
 [0.107354,0.110693)
 [0.107318,0.12949)
 [0.107236,0.138503)
 [0.107231,0.128015)
 [0.10722,0.152056)
 [0.107216,0.118843)
 [0.107214,0.139778)
 [0.107206,0.113373)
 [0.107188,0.115814)
 [0.107184,0.15653)
 [0.107169,0.123447)
 [0.107124,0.148251)
 [0.107119,0.121571)
 [0.107116,0.114346)
 [0.107114,0.139569)
 [0.107058,0.139123)
 [0.107051,0.156339)
 [0.10702,0.152446)
 [0.107013,0.122543)
 [0.107005,0.12376)
 [0.106985,0.106991)
 [0.106974,0.119816)
 [0.106961,0.116068)
 [0.10692,0.117823)
 [0.106892,0.139706)
 [0.106854,0.121207)
 [0.106827,0.119611)
 [0.106814,0.123076)
 [0.10679,0.116667)
 [0.106762,0.128791)
 [0.106732,0.114378)
 [0.106728,0.185442)
 [0.106703,0.136304)
 [0.106671,0.110515)
 [0.106651,0.115804)
 [0.106602,0.155436)
 [0.106567,0.109953)
 [0.106542,0.122578)
 [0.106534,0.109772)
 [0.106504,0.151446)
 [0.106459,0.125167)
 [0.10644,0.15054)
 [0.106401,0.149126)
 [0.106392,0.132695)
 [0.106302,0.117108)
 [0.106302,0.167798)
 [0.1063,0.161442)
 [0.106285,0.122618)
 [0.106266,0.129094)
 [0.106246,0.122819)
 [0.106227,0.137884)
 [0.106219,0.122827)
 [0.106219,0.150939)
 [0.106181,0.144786)
 [0.106177,0.130894)
 [0.106164,0.147174)
 [0.10616,0.123938)
 [0.106155,0.165624)
 [0.10614,0.134442)
 [0.106111,0.109995)
 [0.106078,0.130393)
 [0.106053,0.129247)
 [0.106041,0.11236)
 [0.106006,0.12473)
 [0.106005,0.116187)
 [0.105986,0.10892)
 [0.105965,0.15983)
 [0.105958,0.132442)
 [0.105919,0.112285)
 [0.105866,0.111805)
 [0.105861,0.120007)
 [0.105851,0.124967)
 [0.105846,0.160702)
 [0.105846,0.115033)
 [0.105831,0.14221)
 [0.105825,0.120779)
 [0.105746,0.111029)
 [0.105735,0.109877)
 [0.105716,0.113202)
 [0.105617,0.126982)
 [0.105615,0.152066)
 [0.105611,0.120741)
 [0.105595,0.128142)
 [0.105564,0.108651)
 [0.105546,0.138047)
 [0.105522,0.120531)
 [0.105517,0.150964)
 [0.105508,0.161453)
 [0.105462,0.12757)
 [0.105433,0.14671)
 [0.105423,0.158922)
 [0.105402,0.143868)
 [0.105366,0.140903)
 [0.105351,0.123997)
 [0.10533,0.124651)
 [0.105322,0.11533)
 [0.105303,0.137233)
 [0.105303,0.161642)
 [0.10528,0.123199)
 [0.105273,0.134906)
 [0.105258,0.145074)
 [0.105253,0.116644)
 [0.105193,0.106548)
 [0.105174,0.130308)
 [0.105152,0.129766)
 [0.105146,0.119927)
 [0.105145,0.119491)
 [0.105124,0.11921)
 [0.105113,0.144541)
 [0.105096,0.131813)
 [0.105094,0.122433)
 [0.10509,0.29132)
 [0.105089,0.10633)
 [0.105081,0.134733)
 [0.105075,0.176941)
 [0.105047,0.118817)
 [0.105043,0.142666)
 [0.105012,0.119116)
 [0.105006,0.11727)
 [0.104955,0.135547)
 [0.10495,0.131213)
 [0.104902,0.114692)
 [0.104894,0.110503)
 [0.104882,0.132334)
 [0.104878,0.181602)
 [0.104797,0.115186)
 [0.10478,0.14685)
 [0.104764,0.160608)
 [0.104755,0.115492)
 [0.104752,0.130051)
 [0.104741,0.106232)
 [0.104738,0.117524)
 [0.104715,0.113452)
 [0.104707,0.113513)
 [0.104706,0.128329)
 [0.104698,0.167474)
 [0.104689,0.121677)
 [0.104681,0.12753)
 [0.104679,0.105564)
 [0.104661,0.107297)
 [0.104661,0.109678)
 [0.104659,0.141035)
 [0.104608,0.124952)
 [0.104554,0.105549)
 [0.104538,0.108229)
 [0.104524,0.110677)
 [0.104516,0.135966)
 [0.104511,0.111883)
 [0.104488,0.108132)
 [0.104463,0.119967)
 [0.104457,0.105201)
 [0.104452,0.125241)
 [0.104445,0.108373)
 [0.104442,0.153586)
 [0.104426,0.10808)
 [0.104404,0.108256)
 [0.1044,0.138776)
 [0.104396,0.139663)
 [0.104388,0.105275)
 [0.104388,0.133504)
 [0.104365,0.112675)
 [0.104363,0.129221)
 [0.104357,0.144973)
 [0.104348,0.123105)
 [0.104333,0.112132)
 [0.10433,0.154829)
 [0.104324,0.13594)
 [0.104288,0.114328)
 [0.104274,0.129562)
 [0.104252,0.113713)
 [0.104238,0.113239)
 [0.104235,0.114728)
 [0.104212,0.106294)
 [0.104183,0.157681)
 [0.104183,0.105793)
 [0.104182,0.110187)
 [0.104179,0.120182)
 [0.104163,0.129993)
 [0.104145,0.11316)
 [0.104135,0.119074)
 [0.104125,0.120903)
 [0.104079,0.128173)
 [0.104076,0.118286)
 [0.104053,0.141774)
 [0.104045,0.157161)
 [0.104006,0.14481)
 [0.103998,0.107023)
 [0.103968,0.157033)
 [0.103948,0.147244)
 [0.103935,0.143153)
 [0.103917,0.12938)
 [0.103912,0.145051)
 [0.103909,0.147346)
 [0.103876,0.13551)
 [0.103872,0.105499)
 [0.103871,0.11951)
 [0.103853,0.122415)
 [0.103801,0.138795)
 [0.103754,0.120716)
 [0.10375,0.104802)
 [0.103735,0.133896)
 [0.103716,0.130988)
 [0.103703,0.122858)
 [0.103702,0.126628)
 [0.103699,0.137846)
 [0.103669,0.139846)
 [0.103669,0.150244)
 [0.103659,0.139915)
 [0.103657,0.114221)
 [0.10363,0.107211)
 [0.103567,0.115297)
 [0.103532,0.156391)
 [0.103524,0.124942)
 [0.103524,0.105382)
 [0.103511,0.108279)
 [0.103495,0.117705)
 [0.103491,0.142742)
 [0.103485,0.104713)
 [0.103483,0.11622)
 [0.103468,0.118598)
 [0.103466,0.122615)
 [0.103464,0.116129)
 [0.10346,0.122558)
 [0.103451,0.105186)
 [0.103449,0.123281)
 [0.103439,0.118745)
 [0.103419,0.107889)
 [0.103417,0.126054)
 [0.103384,0.147448)
 [0.103382,0.123051)
 [0.103379,0.120195)
 [0.103374,0.161176)
 [0.103361,0.140343)
 [0.103354,0.124372)
 [0.10331,0.108467)
 [0.103303,0.104005)
 [0.10328,0.117061)
 [0.103279,0.111787)
 [0.103271,0.145742)
 [0.103255,0.13622)
 [0.103232,0.130908)
 [0.103187,0.114758)
 [0.10316,0.133278)
 [0.103158,0.119831)
 [0.103152,0.147474)
 [0.103135,0.12257)
 [0.10312,0.120487)
 [0.103106,0.119115)
 [0.103087,0.128488)
 [0.103079,0.173481)
 [0.103067,0.134935)
 [0.103062,0.119144)
 [0.10304,0.103422)
 [0.103035,0.149003)
 [0.103033,0.125803)
 [0.103013,0.134629)
 [0.103012,0.109949)
 [0.102978,0.119805)
 [0.102956,0.110083)
 [0.102949,0.112253)
 [0.102935,0.158671)
 [0.102913,0.142658)
 [0.102864,0.152085)
 [0.102852,0.104143)
 [0.102818,0.11597)
 [0.102794,0.119809)
 [0.102778,0.130841)
 [0.102734,0.103445)
 [0.102712,0.12248)
 [0.102613,0.126105)
 [0.102602,0.105703)
 [0.102579,0.169052)
 [0.102563,0.128307)
 [0.102546,0.141511)
 [0.102538,0.108967)
 [0.102531,0.105568)
 [0.102523,0.110068)
 [0.102511,0.149976)
 [0.102453,0.111217)
 [0.102443,0.136699)
 [0.10244,0.154455)
 [0.102431,0.105414)
 [0.102422,0.106155)
 [0.102421,0.113535)
 [0.102417,0.130331)
 [0.102405,0.106483)
 [0.1024,0.129756)
 [0.102394,0.150968)
 [0.102333,0.132928)
 [0.102296,0.111478)
 [0.102285,0.107759)
 [0.102261,0.14803)
 [0.10225,0.107338)
 [0.102239,0.152512)
 [0.102238,0.142454)
 [0.102225,0.150313)
 [0.102191,0.117296)
 [0.102176,0.111806)
 [0.102163,0.113368)
 [0.102136,0.102389)
 [0.102133,0.118905)
 [0.102111,0.119379)
 [0.102106,0.124955)
 [0.102094,0.147553)
 [0.102058,0.125297)
 [0.102058,0.162758)
 [0.102048,0.121535)
 [0.102042,0.131905)
 [0.10203,0.106974)
 [0.102024,0.174735)
 [0.101999,0.128817)
 [0.101997,0.104695)
 [0.101982,0.107543)
 [0.101955,0.103225)
 [0.101954,0.117505)
 [0.101912,0.127296)
 [0.101911,0.14005)
 [0.101903,0.156052)
 [0.101894,0.10422)
 [0.101879,0.13488)
 [0.101878,0.15308)
 [0.101875,0.123184)
 [0.101872,0.12851)
 [0.101819,0.187351)
 [0.101774,0.117441)
 [0.101769,0.132887)
 [0.101764,0.122463)
 [0.101752,0.126827)
 [0.101735,0.137147)
 [0.101733,0.146345)
 [0.101719,0.160325)
 [0.101712,0.153)
 [0.10171,0.101978)
 [0.101701,0.117583)
 [0.101671,0.115462)
 [0.101664,0.105735)
 [0.101663,0.109463)
 [0.10166,0.103847)
 [0.10163,0.119773)
 [0.101599,0.135088)
 [0.101585,0.105565)
 [0.101549,0.119849)
 [0.101496,0.112447)
 [0.101492,0.109079)
 [0.101457,0.103385)
 [0.101452,0.138532)
 [0.101448,0.115321)
 [0.101436,0.105589)
 [0.10143,0.102426)
 [0.101414,0.147161)
 [0.101398,0.153589)
 [0.101387,0.110464)
 [0.101381,0.127005)
 [0.101378,0.116655)
 [0.101367,0.169156)
 [0.101338,0.124101)
 [0.101308,0.138231)
 [0.101285,0.101789)
 [0.101285,0.120893)
 [0.101269,0.101761)
 [0.101252,0.163867)
 [0.101241,0.127472)
 [0.101221,0.209696)
 [0.101205,0.1393)
 [0.101203,0.119963)
 [0.101173,0.129582)
 [0.101172,0.138234)
 [0.101162,0.118722)
 [0.101148,0.141619)
 [0.101131,0.123438)
 [0.101108,0.149554)
 [0.101086,0.14731)
 [0.10108,0.106232)
 [0.101067,0.106045)
 [0.101063,0.110875)
 [0.101051,0.133233)
 [0.101039,0.123859)
 [0.101038,0.107388)
 [0.101034,0.108045)
 [0.101018,0.102013)
 [0.100999,0.110916)
 [0.100995,0.15859)
 [0.100994,0.116154)
 [0.100992,0.105305)
 [0.100983,0.128801)
 [0.100981,0.112398)
 [0.100972,0.148333)
 [0.10094,0.10367)
 [0.100915,0.131412)
 [0.10084,0.123544)
 [0.100821,0.164741)
 [0.100794,0.150737)
 [0.100761,0.139734)
 [0.100761,0.158794)
 [0.100745,0.128414)
 [0.100712,0.168888)
 [0.100695,0.121776)
 [0.100678,0.131005)
 [0.100676,0.115954)
 [0.100669,0.101799)
 [0.100636,0.110017)
 [0.100609,0.103603)
 [0.100573,0.139483)
 [0.100543,0.132098)
 [0.100542,0.115142)
 [0.100522,0.129891)
 [0.100522,0.117639)
 [0.100499,0.141285)
 [0.100497,0.107859)
 [0.100487,0.120622)
 [0.100475,0.12403)
 [0.100466,0.104952)
 [0.100455,0.104672)
 [0.10042,0.122854)
 [0.10042,0.103541)
 [0.100397,0.124063)
 [0.100389,0.145581)
 [0.100388,0.139068)
 [0.100386,0.145881)
 [0.100363,0.107642)
 [0.100361,0.137964)
 [0.100352,0.108725)
 [0.100333,0.101446)
 [0.100328,0.155239)
 [0.100325,0.12122)
 [0.100304,0.12386)
 [0.100299,0.166751)
 [0.100297,0.107528)
 [0.100277,0.136046)
 [0.100208,0.123331)
 [0.100171,0.153412)
 [0.100168,0.103183)
 [0.100158,0.18454)
 [0.100147,0.102746)
 [0.100133,0.13732)
 [0.100126,0.151778)
 [0.100123,0.115252)
 [0.100115,0.104663)
 [0.100102,0.154447)
 [0.100096,0.154967)
 [0.100096,0.12695)
 [0.100084,0.169735)
 [0.100073,0.104268)
 [0.100024,0.11652)
 [0.100015,0.142109)
 [0.100007,0.126722)
 [0.0999947,0.104301)
 [0.0999803,0.131889)
 [0.0999747,0.108971)
 [0.0999716,0.129876)
 [0.0999599,0.111433)
 [0.0999583,0.15165)
 [0.0999555,0.111433)
 [0.0999404,0.118726)
 [0.0999379,0.106817)
 [0.0999359,0.136119)
 [0.0999273,0.121622)
 [0.0999138,0.138466)
 [0.0998915,0.131642)
 [0.0998617,0.103877)
 [0.0998551,0.126961)
 [0.0998493,0.15694)
 [0.0998464,0.102469)
 [0.0998395,0.115233)
 [0.0998342,0.108958)
 [0.0998324,0.144608)
 [0.099799,0.137492)
 [0.0997988,0.163749)
 [0.0997567,0.114051)
 [0.0997354,0.117745)
 [0.0997338,0.111968)
 [0.0997271,0.135291)
 [0.0997242,0.141539)
 [0.0997062,0.107513)
 [0.0997018,0.124196)
 [0.0997011,0.128817)
 [0.099687,0.10496)
 [0.0996851,0.102359)
 [0.0996821,0.158201)
 [0.0996734,0.146136)
 [0.0996547,0.110254)
 [0.0996307,0.10907)
 [0.0996104,0.144101)
 [0.0996015,0.129784)
 [0.0995747,0.121474)
 [0.0995585,0.136108)
 [0.0994879,0.117488)
 [0.0994585,0.147466)
 [0.0994484,0.13492)
 [0.0994363,0.147703)
 [0.0994363,0.102218)
 [0.0994208,0.118891)
 [0.0994169,0.104038)
 [0.0993994,0.111553)
 [0.0993846,0.100274)
 [0.0993432,0.106667)
 [0.0993167,0.169311)
 [0.0993161,0.122713)
 [0.0992988,0.131378)
 [0.0992984,0.15976)
 [0.0992839,0.165043)
 [0.0992388,0.099974)
 [0.099235,0.129302)
 [0.0992297,0.123715)
 [0.0992088,0.117098)
 [0.0991886,0.127794)
 [0.0991712,0.166452)
 [0.0991639,0.10869)
 [0.0991411,0.124343)
 [0.0991049,0.110865)
 [0.0990895,0.107737)
 [0.0990848,0.146978)
 [0.0990643,0.11975)
 [0.0990562,0.125377)
 [0.0990559,0.128113)
 [0.0990195,0.120706)
 [0.0990011,0.122286)
 [0.0989943,0.12058)
 [0.0989834,0.107133)
 [0.0989553,0.144858)
 [0.0989453,0.107663)
 [0.0989213,0.154827)
 [0.0989106,0.126144)
 [0.0988998,0.101557)
 [0.0988901,0.117979)
 [0.0988599,0.102601)
 [0.098858,0.116386)
 [0.0988057,0.135362)
 [0.0987756,0.146402)
 [0.0987615,0.112898)
 [0.0987334,0.139014)
 [0.0987214,0.139662)
 [0.098717,0.106289)
 [0.0987067,0.117719)
 [0.0986599,0.12557)
 [0.0986505,0.164982)
 [0.0986365,0.123175)
 [0.0986003,0.170212)
 [0.098574,0.155217)
 [0.0985563,0.106479)
 [0.0985438,0.129416)
 [0.0985267,0.14028)
 [0.0985241,0.10962)
 [0.0985041,0.143622)
 [0.0984823,0.13944)
 [0.0984128,0.0999461)
 [0.0984022,0.124573)
 [0.0983992,0.107268)
 [0.0983971,0.112488)
 [0.0982901,0.125333)
 [0.098278,0.105479)
 [0.0982776,0.121825)
 [0.0982655,0.113769)
 [0.0982395,0.102091)
 [0.0982392,0.111276)
 [0.0982378,0.154369)
 [0.098215,0.101275)
 [0.0981546,0.102879)
 [0.098141,0.115024)
 [0.0981297,0.161587)
 [0.0980435,0.124159)
 [0.0980418,0.116606)
 [0.0980382,0.117783)
 [0.0980099,0.104047)
 [0.0980007,0.115392)
 [0.0979798,0.119298)
 [0.0979648,0.113479)
 [0.0979603,0.129458)
 [0.0979472,0.1219)
 [0.0979365,0.114361)
 [0.0979228,0.154625)
 [0.097909,0.125531)
 [0.0978933,0.137418)
 [0.0978272,0.112863)
 [0.0977995,0.133611)
 [0.0977951,0.153489)
 [0.0977788,0.105384)
 [0.0977727,0.0995795)
 [0.0977534,0.155146)
 [0.0977507,0.126027)
 [0.0977478,0.134135)
 [0.0977453,0.118453)
 [0.0977426,0.113675)
 [0.0977259,0.146782)
 [0.0977086,0.12021)
 [0.0977059,0.113261)
 [0.0977055,0.102722)
 [0.0977016,0.109215)
 [0.0976946,0.121476)
 [0.0976878,0.161268)
 [0.0976809,0.101773)
 [0.097676,0.123346)
 [0.0976563,0.126764)
 [0.0976399,0.098471)
 [0.0976351,0.139814)
 [0.0976264,0.153946)
 [0.0976195,0.128227)
 [0.097608,0.102308)
 [0.0976064,0.124593)
 [0.097591,0.107623)
 [0.0975893,0.123935)
 [0.0975877,0.156611)
 [0.0975798,0.109504)
 [0.097575,0.157434)
 [0.0975697,0.124646)
 [0.0975669,0.111382)
 [0.0975459,0.0991067)
 [0.0975365,0.120429)
 [0.0975344,0.124646)
 [0.0975321,0.098663)
 [0.0975256,0.121941)
 [0.0975161,0.148393)
 [0.0975073,0.102977)
 [0.0975021,0.180856)
 [0.0974863,0.119268)
 [0.0974843,0.100386)
 [0.0974813,0.0982766)
 [0.0974785,0.108336)
 [0.0974593,0.166714)
 [0.0973811,0.134453)
 [0.0973743,0.136292)
 [0.0973678,0.139992)
 [0.0973642,0.118639)
 [0.0973603,0.116579)
 [0.0973276,0.165326)
 [0.0973106,0.141145)
 [0.0972701,0.111384)
 [0.0972506,0.101339)
 [0.0972385,0.0992037)
 [0.097229,0.123954)
 [0.0972023,0.15454)
 [0.0971815,0.115245)
 [0.0971574,0.11665)
 [0.097128,0.0985391)
 [0.0971231,0.108789)
 [0.0971163,0.147672)
 [0.0971133,0.129144)
 [0.0971022,0.100195)
 [0.0970927,0.11442)
 [0.0970697,0.148574)
 [0.0970688,0.100148)
 [0.0970489,0.129554)
 [0.0970417,0.125211)
 [0.0970415,0.105083)
 [0.0970258,0.117866)
 [0.0970166,0.106197)
 [0.097011,0.106507)
 [0.0969959,0.165418)
 [0.0969783,0.160228)
 [0.0969523,0.104945)
 [0.0969498,0.107989)
 [0.0969297,0.140313)
 [0.0969228,0.12378)
 [0.09687,0.168425)
 [0.0968686,0.134547)
 [0.0968515,0.118806)
 [0.09685,0.132607)
 [0.0968401,0.174512)
 [0.0968388,0.114784)
 [0.0968388,0.102752)
 [0.0968371,0.148121)
 [0.096812,0.09733)
 [0.0968091,0.143812)
 [0.0968019,0.195092)
 [0.0967444,0.118356)
 [0.0967301,0.126732)
 [0.0967277,0.10137)
 [0.0967079,0.142558)
 [0.0966844,0.111255)
 [0.0966402,0.195321)
 [0.096631,0.104212)
 [0.0966147,0.106347)
 [0.0966068,0.117582)
 [0.0965717,0.125454)
 [0.0965609,0.1152)
 [0.0965578,0.115633)
 [0.0965396,0.105651)
 [0.0965248,0.108174)
 [0.0965129,0.104774)
 [0.0965116,0.114944)
 [0.0964929,0.117919)
 [0.0964849,0.159098)
 [0.0964831,0.099215)
 [0.0964621,0.141231)
 [0.0964611,0.120353)
 [0.0964478,0.0970144)
 [0.0964448,0.139616)
 [0.0964417,0.131638)
 [0.096414,0.129203)
 [0.0964008,0.118238)
 [0.0963794,0.141142)
 [0.0963632,0.127641)
 [0.0963614,0.123539)
 [0.0963126,0.134108)
 [0.0963083,0.128278)
 [0.0962864,0.113932)
 [0.0962587,0.100962)
 [0.0962579,0.136513)
 [0.0962451,0.117918)
 [0.096217,0.144324)
 [0.0962017,0.117073)
 [0.0962009,0.098914)
 [0.0962001,0.133573)
 [0.0961959,0.160198)
 [0.096103,0.100157)
 [0.0960846,0.105689)
 [0.0960657,0.109688)
 [0.096048,0.0979996)
 [0.0960471,0.112033)
 [0.0960365,0.107876)
 [0.09602,0.105803)
 [0.0960185,0.124112)
 [0.0960185,0.116439)
 [0.0960114,0.134223)
 [0.095992,0.100748)
 [0.0959898,0.114202)
 [0.0959696,0.134996)
 [0.0959352,0.166788)
 [0.095909,0.119312)
 [0.0959087,0.109759)
 [0.0959046,0.111459)
 [0.0959002,0.101213)
 [0.0958957,0.131114)
 [0.0958813,0.126968)
 [0.0958742,0.112001)
 [0.095849,0.104398)
 [0.095848,0.141263)
 [0.0958159,0.118816)
 [0.0958153,0.0985202)
 [0.095797,0.114921)
 [0.095792,0.0963796)
 [0.0957899,0.0991038)
 [0.0957634,0.113134)
 [0.0957548,0.100333)
 [0.0957527,0.114862)
 [0.0957298,0.216736)
 [0.0957013,0.0991665)
 [0.0956832,0.104785)
 [0.0956808,0.144862)
 [0.0956793,0.141512)
 [0.0956739,0.121137)
 [0.0956705,0.140656)
 [0.0956704,0.196312)
 [0.0956683,0.136144)
 [0.0956559,0.12931)
 [0.0956525,0.118401)
 [0.0956508,0.0977751)
 [0.0956447,0.135787)
 [0.0956282,0.0983368)
 [0.0956184,0.161022)
 [0.0956091,0.130787)
 [0.0956044,0.120898)
 [0.0955987,0.104107)
 [0.0955667,0.12361)
 [0.0955454,0.144375)
 [0.0955345,0.107914)
 [0.0955202,0.144953)
 [0.0955142,0.100738)
 [0.0955058,0.299527)
 [0.0954947,0.121351)
 [0.0954846,0.114428)
 [0.0954719,0.149502)
 [0.0954647,0.127776)
 [0.0954513,0.0973993)
 [0.0954228,0.118412)
 [0.095367,0.115734)
 [0.0952896,0.16891)
 [0.0952839,0.111189)
 [0.0952777,0.15997)
 [0.0952662,0.112078)
 [0.0952396,0.0976236)
 [0.0952279,0.153417)
 [0.0952276,0.103805)
 [0.0952242,0.142939)
 [0.0952192,0.138545)
 [0.0952008,0.0964364)
 [0.0951968,0.116659)
 [0.0951725,0.103378)
 [0.0951713,0.121479)
 [0.0951694,0.128995)
 [0.0951635,0.145231)
 [0.0951555,0.106276)
 [0.0951235,0.100051)
 [0.0951017,0.104731)
 [0.0951007,0.120165)
 [0.0950927,0.0968612)
 [0.0950605,0.124745)
 [0.0950557,0.170857)
 [0.0950119,0.141747)
 [0.0950078,0.122771)
 [0.0950023,0.124949)
 [0.0949756,0.0951371)
 [0.0949438,0.224187)
 [0.0949363,0.0955719)
 [0.0949285,0.0972711)
 [0.0949075,0.132883)
 [0.0948661,0.108647)
 [0.0948651,0.110689)
 [0.0948416,0.113402)
 [0.0948062,0.131141)
 [0.0948061,0.0999941)
 [0.0947931,0.129788)
 [0.0947882,0.144403)
 [0.0947588,0.100388)
 [0.0947301,0.111468)
 [0.094726,0.0963346)
 [0.0947241,0.119843)
 [0.0947096,0.171753)
 [0.0946953,0.152936)
 [0.0946589,0.14396)
 [0.0946391,0.146365)
 [0.0946317,0.118278)
 [0.0945983,0.130432)
 [0.0945293,0.098211)
 [0.0944805,0.147369)
 [0.0944709,0.140477)
 [0.0944393,0.158669)
 [0.0944076,0.131598)
