point cloud with 13904 points in dimension 3
distance matrix with 13904 points
value range: [0.00183932,8.49817]
 [0,0.0196242)
 [0,0.0196322)
 [0,0.0196354)
 [0,0.019665)
 [0,0.0197206)
 [0,0.0197409)
 [0,0.0197462)
 [0,0.0197487)
 [0,0.0197743)
 [0,0.0198097)
 [0,0.0198213)
 [0,0.0198323)
 [0,0.0198358)
 [0,0.0198363)
 [0,0.0198406)
 [0,0.0198446)
 [0,0.0198834)
 [0,0.0199096)
 [0,0.019973)
 [0,0.0199857)
 [0,0.0200133)
 [0,0.0200464)
 [0,0.020052)
 [0,0.020059)
 [0,0.0200592)
 [0,0.020095)
 [0,0.0201226)
 [0,0.0201239)
 [0,0.0201319)
 [0,0.020154)
 [0,0.0201763)
 [0,0.0201916)
 [0,0.0201929)
 [0,0.0202743)
 [0,0.0203008)
 [0,0.0203033)
 [0,0.0203093)
 [0,0.0203297)
 [0,0.0203429)
 [0,0.0203717)
 [0,0.0203734)
 [0,0.0203753)
 [0,0.0204528)
 [0,0.0204558)
 [0,0.0204731)
 [0,0.0204777)
 [0,0.0205146)
 [0,0.02055)
 [0,0.0205668)
 [0,0.0205952)
 [0,0.0206103)
 [0,0.0206546)
 [0,0.0206657)
 [0,0.0206673)
 [0,0.0207016)
 [0,0.0207099)
 [0,0.0207312)
 [0,0.0207423)
 [0,0.0208321)
 [0,0.0208336)
 [0,0.0208397)
 [0,0.020853)
 [0,0.0208604)
 [0,0.0208924)
 [0,0.0209145)
 [0,0.0209283)
 [0,0.0209379)
 [0,0.0209802)
 [0,0.0209902)
 [0,0.0210015)
 [0,0.0210323)
 [0,0.0210326)
 [0,0.0210371)
 [0,0.0210373)
 [0,0.0210419)
 [0,0.0210611)
 [0,0.0210638)
 [0,0.0210737)
 [0,0.0210932)
 [0,0.0211202)
 [0,0.0211299)
 [0,0.0211397)
 [0,0.021148)
 [0,0.0211651)
 [0,0.0211851)
 [0,0.0212013)
 [0,0.0212457)
 [0,0.021254)
 [0,0.0213227)
 [0,0.021449)
 [0,0.0214663)
 [0,0.0214767)
 [0,0.0214851)
 [0,0.0214914)
 [0,0.0215012)
 [0,0.0215092)
 [0,0.021517)
 [0,0.0215238)
 [0,0.0215631)
 [0,0.0215757)
 [0,0.0216002)
 [0,0.0216116)
 [0,0.0216333)
 [0,0.0216514)
 [0,0.0216998)
 [0,0.0217031)
 [0,0.0217144)
 [0,0.0217241)
 [0,0.0217354)
 [0,0.0217479)
 [0,0.0217565)
 [0,0.0217747)
 [0,0.02181)
 [0,0.0218215)
 [0,0.0218342)
 [0,0.0218582)
 [0,0.0218687)
 [0,0.021898)
 [0,0.0219136)
 [0,0.0219577)
 [0,0.0219654)
 [0,0.0219706)
 [0,0.0219842)
 [0,0.0219917)
 [0,0.0220067)
 [0,0.0220472)
 [0,0.022074)
 [0,0.0220823)
 [0,0.0220967)
 [0,0.0221012)
 [0,0.0221068)
 [0,0.0221144)
 [0,0.0221213)
 [0,0.0221251)
 [0,0.022143)
 [0,0.0221841)
 [0,0.0221908)
 [0,0.0221963)
 [0,0.0222032)
 [0,0.0222336)
 [0,0.0222914)
 [0,0.0222969)
 [0,0.0224395)
 [0,0.0224628)
 [0,0.0224752)
 [0,0.0224948)
 [0,0.0225322)
 [0,0.0225501)
 [0,0.0225715)
 [0,0.0225903)
 [0,0.0225981)
 [0,0.0226483)
 [0,0.022671)
 [0,0.0227289)
 [0,0.0227504)
 [0,0.0227754)
 [0,0.0227958)
 [0,0.0228265)
 [0,0.0228275)
 [0,0.0229104)
 [0,0.0229137)
 [0,0.0229281)
 [0,0.0229341)
 [0,0.0229506)
 [0,0.0229904)
 [0,0.0230234)
 [0,0.0230479)
 [0,0.0230567)
 [0,0.0230642)
 [0,0.0230764)
 [0,0.0230853)
 [0,0.0230869)
 [0,0.0231129)
 [0,0.0231899)
 [0,0.0232246)
 [0,0.0232279)
 [0,0.0232401)
 [0,0.0232591)
 [0,0.0232776)
 [0,0.0233033)
 [0,0.0233103)
 [0,0.0233646)
 [0,0.023375)
 [0,0.0234696)
 [0,0.0234942)
 [0,0.0235172)
 [0,0.0235542)
 [0,0.0235676)
 [0,0.0235706)
 [0,0.0235901)
 [0,0.0235955)
 [0,0.0236064)
 [0,0.0236066)
 [0,0.023611)
 [0,0.0236111)
 [0,0.023616)
 [0,0.0236241)
 [0,0.0236424)
 [0,0.0236454)
 [0,0.0236745)
 [0,0.0236825)
 [0,0.0236875)
 [0,0.0237799)
 [0,0.0237936)
 [0,0.0238142)
 [0,0.0238373)
 [0,0.0238622)
 [0,0.0238659)
 [0,0.0238719)
 [0,0.0238981)
 [0,0.0239084)
 [0,0.0239133)
 [0,0.0239137)
 [0,0.0239323)
 [0,0.0239367)
 [0,0.0239705)
 [0,0.0239744)
 [0,0.0239973)
 [0,0.0240061)
 [0,0.024017)
 [0,0.0240614)
 [0,0.0240804)
 [0,0.0240924)
 [0,0.0240989)
 [0,0.0241157)
 [0,0.0241213)
 [0,0.0241333)
 [0,0.0241427)
 [0,0.0241727)
 [0,0.0241835)
 [0,0.0242077)
 [0,0.0242671)
 [0,0.0242741)
 [0,0.0242812)
 [0,0.0242891)
 [0,0.0242916)
 [0,0.0243279)
 [0,0.0243443)
 [0,0.0243582)
 [0,0.0244333)
 [0,0.0244515)
 [0,0.0244686)
 [0,0.0244813)
 [0,0.0244842)
 [0,0.0244939)
 [0,0.0245013)
 [0,0.0245353)
 [0,0.0245411)
 [0,0.0245564)
 [0,0.024572)
 [0,0.0245923)
 [0,0.0245972)
 [0,0.0246112)
 [0,0.0246282)
 [0,0.0246587)
 [0,0.0246632)
 [0,0.0246643)
 [0,0.0246934)
 [0,0.0247012)
 [0,0.0247016)
 [0,0.0247148)
 [0,0.0247468)
 [0,0.0247638)
 [0,0.024782)
 [0,0.0247847)
 [0,0.024798)
 [0,0.0247985)
 [0,0.0248066)
 [0,0.0248516)
 [0,0.0248546)
 [0,0.0248719)
 [0,0.0248821)
 [0,0.0248993)
 [0,0.024907)
 [0,0.0249573)
 [0,0.0249604)
 [0,0.0249619)
 [0,0.0249684)
 [0,0.0249697)
 [0,0.0249959)
 [0,0.0250385)
 [0,0.0250864)
 [0,0.025088)
 [0,0.0251334)
 [0,0.0251454)
 [0,0.0251699)
 [0,0.0252223)
 [0,0.0252437)
 [0,0.0252451)
 [0,0.0252536)
 [0,0.0252805)
 [0,0.0252978)
 [0,0.0253676)
 [0,0.0253915)
 [0,0.025394)
 [0,0.0254153)
 [0,0.0254177)
 [0,0.0254244)
 [0,0.0254296)
 [0,0.02545)
 [0,0.0254614)
 [0,0.0254839)
 [0,0.0255175)
 [0,0.025547)
 [0,0.0255601)
 [0,0.025561)
 [0,0.0255762)
 [0,0.0255858)
 [0,0.0256078)
 [0,0.0256081)
 [0,0.025649)
 [0,0.0256609)
 [0,0.0256761)
 [0,0.0256919)
 [0,0.0256981)
 [0,0.0257558)
 [0,0.0257689)
 [0,0.0257861)
 [0,0.0257999)
 [0,0.0258216)
 [0,0.0258528)
 [0,0.025853)
 [0,0.0258749)
 [0,0.0258752)
 [0,0.0258984)
 [0,0.0259634)
 [0,0.0260045)
 [0,0.0260051)
 [0,0.0260087)
 [0,0.0260143)
 [0,0.0260647)
 [0,0.0260668)
 [0,0.0260671)
 [0,0.0260677)
 [0,0.0260785)
 [0,0.0260818)
 [0,0.0261173)
 [0,0.0261556)
 [0,0.0261587)
 [0,0.0261624)
 [0,0.0261657)
 [0,0.0261739)
 [0,0.0261853)
 [0,0.026236)
 [0,0.0262524)
 [0,0.0262552)
 [0,0.0263023)
 [0,0.0263182)
 [0,0.026321)
 [0,0.0263331)
 [0,0.026352)
 [0,0.0263772)
 [0,0.0263786)
 [0,0.0263938)
 [0,0.0264184)
 [0,0.026435)
 [0,0.0264375)
 [0,0.0264517)
 [0,0.0264668)
 [0,0.0265086)
 [0,0.0265094)
 [0,0.0265486)
 [0,0.0265747)
 [0,0.0266076)
 [0,0.0266257)
 [0,0.0266905)
 [0,0.0266916)
 [0,0.026756)
 [0,0.0267664)
 [0,0.0267746)
 [0,0.0268348)
 [0,0.0268519)
 [0,0.0268663)
 [0,0.0268674)
 [0,0.0269073)
 [0,0.0269283)
 [0,0.0269303)
 [0,0.0269332)
 [0,0.0269425)
 [0,0.0269441)
 [0,0.0269498)
 [0,0.0269717)
 [0,0.026973)
 [0,0.02701)
 [0,0.0270106)
 [0,0.0270116)
 [0,0.0270582)
 [0,0.0271106)
 [0,0.0271177)
 [0,0.0271235)
 [0,0.0271409)
 [0,0.0271674)
 [0,0.0271756)
 [0,0.0272196)
 [0,0.0272205)
 [0,0.0272698)
 [0,0.027275)
 [0,0.0273218)
 [0,0.0273362)
 [0,0.0273465)
 [0,0.0274089)
 [0,0.0274177)
 [0,0.0274329)
 [0,0.0274762)
 [0,0.027482)
 [0,0.0274945)
 [0,0.0275045)
 [0,0.0275051)
 [0,0.0275225)
 [0,0.0275251)
 [0,0.0275257)
 [0,0.0275259)
 [0,0.0275434)
 [0,0.027548)
 [0,0.0275544)
 [0,0.0275549)
 [0,0.0275833)
 [0,0.0275901)
 [0,0.0275913)
 [0,0.027637)
 [0,0.0276769)
 [0,0.0276878)
 [0,0.0277009)
 [0,0.0277127)
 [0,0.0277514)
 [0,0.027758)
 [0,0.0278028)
 [0,0.0278411)
 [0,0.0278609)
 [0,0.027881)
 [0,0.0278827)
 [0,0.0278877)
 [0,0.0279178)
 [0,0.027934)
 [0,0.0279773)
 [0,0.0279789)
 [0,0.0280006)
 [0,0.0280091)
 [0,0.0280117)
 [0,0.028015)
 [0,0.0280295)
 [0,0.0280544)
 [0,0.0280682)
 [0,0.0280753)
 [0,0.0280893)
 [0,0.0281037)
 [0,0.0281073)
 [0,0.0281129)
 [0,0.0281138)
 [0,0.0281367)
 [0,0.0281477)
 [0,0.0281687)
 [0,0.0281799)
 [0,0.0282553)
 [0,0.0282655)
 [0,0.0282718)
 [0,0.0282752)
 [0,0.0282794)
 [0,0.0282935)
 [0,0.0283099)
 [0,0.0283193)
 [0,0.0283373)
 [0,0.0283522)
 [0,0.0283814)
 [0,0.0283869)
 [0,0.0284129)
 [0,0.0284423)
 [0,0.0284537)
 [0,0.0284595)
 [0,0.0285311)
 [0,0.0285326)
 [0,0.0285419)
 [0,0.0285448)
 [0,0.0285485)
 [0,0.0285545)
 [0,0.028561)
 [0,0.0285639)
 [0,0.0285896)
 [0,0.0285917)
 [0,0.0285928)
 [0,0.0286005)
 [0,0.0286101)
 [0,0.0286111)
 [0,0.0286199)
 [0,0.0286199)
 [0,0.0286638)
 [0,0.0286709)
 [0,0.0286746)
 [0,0.0287032)
 [0,0.0287087)
 [0,0.0287109)
 [0,0.0287338)
 [0,0.0287354)
 [0,0.0287371)
 [0,0.0287493)
 [0,0.0287923)
 [0,0.0288004)
 [0,0.0288008)
 [0,0.0288016)
 [0,0.028815)
 [0,0.0288694)
 [0,0.0288697)
 [0,0.0288852)
 [0,0.0288922)
 [0,0.0289097)
 [0,0.0289105)
 [0,0.0289138)
 [0,0.0289422)
 [0,0.0289516)
 [0,0.028956)
 [0,0.0289758)
 [0,0.0289763)
 [0,0.0289854)
 [0,0.0289954)
 [0,0.0290267)
 [0,0.0290396)
 [0,0.0290543)
 [0,0.0290637)
 [0,0.0290685)
 [0,0.0290756)
 [0,0.0290768)
 [0,0.0290905)
 [0,0.0291117)
 [0,0.0291193)
 [0,0.029122)
 [0,0.0291346)
 [0,0.0291477)
 [0,0.0291582)
 [0,0.0291665)
 [0,0.0291748)
 [0,0.0291753)
 [0,0.0291764)
 [0,0.0291978)
 [0,0.0292165)
 [0,0.0292282)
 [0,0.0292347)
 [0,0.0292362)
 [0,0.0292453)
 [0,0.0292669)
 [0,0.0292972)
 [0,0.0293011)
 [0,0.0293127)
 [0,0.0293129)
 [0,0.0293286)
 [0,0.0293314)
 [0,0.0293594)
 [0,0.0293604)
 [0,0.0293769)
 [0,0.0294721)
 [0,0.0294824)
 [0,0.0294949)
 [0,0.0295074)
 [0,0.0295076)
 [0,0.0295379)
 [0,0.0295406)
 [0,0.0295426)
 [0,0.0295492)
 [0,0.0295497)
 [0,0.0295617)
 [0,0.0295669)
 [0,0.0295914)
 [0,0.0296081)
 [0,0.0296434)
 [0,0.029651)
 [0,0.029685)
 [0,0.029685)
 [0,0.0296936)
 [0,0.0296985)
 [0,0.0297172)
 [0,0.0297576)
 [0,0.0298281)
 [0,0.029844)
 [0,0.0298494)
 [0,0.0298924)
 [0,0.0298948)
 [0,0.0299013)
 [0,0.0299245)
 [0,0.0299398)
 [0,0.0299463)
 [0,0.0299544)
 [0,0.0299656)
 [0,0.0300194)
 [0,0.0300407)
 [0,0.030058)
 [0,0.03007)
 [0,0.0300766)
 [0,0.0300794)
 [0,0.0301241)
 [0,0.030135)
 [0,0.0301365)
 [0,0.0301817)
 [0,0.0302257)
 [0,0.0303347)
 [0,0.0303525)
 [0,0.0303578)
 [0,0.0303703)
 [0,0.0303765)
 [0,0.0303773)
 [0,0.0304096)
 [0,0.030503)
 [0,0.0305075)
 [0,0.0305144)
 [0,0.0305188)
 [0,0.0305255)
 [0,0.0305286)
 [0,0.0305393)
 [0,0.0305394)
 [0,0.0305403)
 [0,0.0305602)
 [0,0.0306108)
 [0,0.0306278)
 [0,0.0307063)
 [0,0.0307123)
 [0,0.0307425)
 [0,0.0307624)
 [0,0.0307822)
 [0,0.0307929)
 [0,0.0308292)
 [0,0.0308513)
 [0,0.030854)
 [0,0.0309006)
 [0,0.0309181)
 [0,0.0309242)
 [0,0.0309454)
 [0,0.0309749)
 [0,0.0310025)
 [0,0.0310143)
 [0,0.0310146)
 [0,0.0310159)
 [0,0.0310214)
 [0,0.0310268)
 [0,0.0310512)
 [0,0.0310542)
 [0,0.0310544)
 [0,0.0310575)
 [0,0.0310601)
 [0,0.0310606)
 [0,0.0310649)
 [0,0.0310921)
 [0,0.0311289)
 [0,0.0311295)
 [0,0.0311642)
 [0,0.0311687)
 [0,0.0311842)
 [0,0.0311904)
 [0,0.0311933)
 [0,0.0312104)
 [0,0.0312218)
 [0,0.0312219)
 [0,0.0312378)
 [0,0.0312645)
 [0,0.0312827)
 [0,0.0312853)
 [0,0.0312909)
 [0,0.0313192)
 [0,0.0313207)
 [0,0.031376)
 [0,0.0313886)
 [0,0.0313903)
 [0,0.0313933)
 [0,0.0313968)
 [0,0.0313989)
 [0,0.0314252)
 [0,0.0314428)
 [0,0.0314517)
 [0,0.0314849)
 [0,0.0315177)
 [0,0.0315255)
 [0,0.0315266)
 [0,0.0315309)
 [0,0.0315409)
 [0,0.0315819)
 [0,0.0316082)
 [0,0.0316255)
 [0,0.0316453)
 [0,0.031647)
 [0,0.0316507)
 [0,0.031659)
 [0,0.0316633)
 [0,0.0316682)
 [0,0.0316905)
 [0,0.0316959)
 [0,0.0316961)
 [0,0.0317237)
 [0,0.031732)
 [0,0.031769)
 [0,0.0317793)
 [0,0.0317923)
 [0,0.0317952)
 [0,0.0318123)
 [0,0.0318456)
 [0,0.0318541)
 [0,0.0318968)
 [0,0.0318984)
 [0,0.0319045)
 [0,0.0319309)
 [0,0.0319685)
 [0,0.0319995)
 [0,0.0320221)
 [0,0.0320227)
 [0,0.0320366)
 [0,0.032058)
 [0,0.0321046)
 [0,0.0321107)
 [0,0.0321293)
 [0,0.0321336)
 [0,0.0321395)
 [0,0.0321454)
 [0,0.0321572)
 [0,0.0321734)
 [0,0.0322036)
 [0,0.0322465)
 [0,0.0322637)
 [0,0.032266)
 [0,0.0322661)
 [0,0.0322986)
 [0,0.0323105)
 [0,0.0323146)
 [0,0.0323187)
 [0,0.0323435)
 [0,0.0323666)
 [0,0.0323738)
 [0,0.0324056)
 [0,0.0324176)
 [0,0.0324343)
 [0,0.0324359)
 [0,0.03245)
 [0,0.0324546)
 [0,0.0324656)
 [0,0.0324675)
 [0,0.0324753)
 [0,0.0324897)
 [0,0.0325047)
 [0,0.0325119)
 [0,0.032516)
 [0,0.0325222)
 [0,0.0325234)
 [0,0.032526)
 [0,0.032543)
 [0,0.0325578)
 [0,0.0325593)
 [0,0.0325697)
 [0,0.0325762)
 [0,0.0325804)
 [0,0.0326021)
 [0,0.0326273)
 [0,0.032659)
 [0,0.0326882)
 [0,0.0326996)
 [0,0.032736)
 [0,0.0327438)
 [0,0.0327449)
 [0,0.0327487)
 [0,0.0327551)
 [0,0.032759)
 [0,0.0327659)
 [0,0.0327745)
 [0,0.0327781)
 [0,0.0328145)
 [0,0.0328166)
 [0,0.0328182)
 [0,0.0328273)
 [0,0.0328286)
 [0,0.0328932)
 [0,0.0329123)
 [0,0.0329239)
 [0,0.0329261)
 [0,0.0329316)
 [0,0.0329396)
 [0,0.0329459)
 [0,0.0329683)
 [0,0.032989)
 [0,0.0330362)
 [0,0.0330446)
 [0,0.0330516)
 [0,0.0330578)
 [0,0.0330808)
 [0,0.0331052)
 [0,0.0331378)
 [0,0.0331441)
 [0,0.033146)
 [0,0.0331635)
 [0,0.0331759)
 [0,0.0332104)
 [0,0.0332191)
 [0,0.0332274)
 [0,0.0332369)
 [0,0.0332564)
 [0,0.0332638)
 [0,0.0332705)
 [0,0.0332966)
 [0,0.0333321)
 [0,0.0333563)
 [0,0.033357)
 [0,0.0333993)
 [0,0.0334208)
 [0,0.0334885)
 [0,0.0335356)
 [0,0.0335426)
 [0,0.0335811)
 [0,0.0335877)
 [0,0.0336345)
 [0,0.0336398)
 [0,0.0336403)
 [0,0.0336576)
 [0,0.0336638)
 [0,0.0336764)
 [0,0.0336765)
 [0,0.0336778)
 [0,0.0336886)
 [0,0.0336933)
 [0,0.0336988)
 [0,0.033734)
 [0,0.0337443)
 [0,0.0337546)
 [0,0.0337738)
 [0,0.0337742)
 [0,0.03378)
 [0,0.0338144)
 [0,0.0338444)
 [0,0.0338471)
 [0,0.0338494)
